,도서명,저자,출판사,발행년도
277726,한미FTA 대한민국 보고서,나성린 편,,2006
277908,평화주의자 예수,요한 크리스토프 아놀드 지음;이진권 옮김,,2006
277911,(벤델린 비데킹)Mr. 포르셰,울리히 피회버 지음;이희경 옮김,,2006
278043,부모의 양육태도와 아동의 성격장애,남명자 저,,2004
278192,孟子論,신동준 지음,,2006
278327,"중국유학, 이것만 알아도 반은 성공이다",홍성종 지음,,2006
278447,행복한 우리집 커튼 디자인 57가지,편집부,홍익출판사,2000
278481,초.중학생의 지적.정의적 발달수준 분석연구,한국교육개발원 [편],,2000
278557,카,존 라세터 감독,,2006
278560,울트라 바이올렛,커트 위머 감독,,2006
278562,블레이드 러너,리들리 스콧 감독,,2006
278564,감염,오치아이 마사유키 감독,,2006
278565,아이스 에이지,카를로스 살다나 감독,,2006
278569,포세이돈,볼프강 페터슨 감독,,2006
278573,영문이력서 자기소개서 작성방법,김현정 강의,,2006
278627,괴물,봉준호 감독,,2006
278628,해변의 여인,홍상수 감독,,2006
278629,비열한 거리,유하 감독,,2006
278630,(두뇌유희 프로젝트)퍼즐,김태경 감독,,2006
278631,플라이,커트 뉴만 감독,,2006
278632,투 브라더스,장 자끄 아노 감독,,2006
278634,아파트,안병기 감독,,2006
278635,스승의 은혜,임대웅 감독,,2006
278636,새드무비=Sad movie,권종관 감독,,2006
278637,블루스톰,존 스톡웰 감독,,2006
278638,백만장자의 첫사랑,김태균 감독,,2006
278639,맨발의 기봉이,권수경 감독,,2006
278640,아랑,안상훈 감독,,2006
278641,둠,안드레이 바르코비악 감독,,2006
278693,수채화의 피,프랑수아즈 사강 지음,,1993
279053,우리 문화 첫발,최윤정 글;최지경 그림,,2006
279318,그리운 양쯔강,진 프리츠 글;서남희 옮김;강전희 그림,,2006
279775,(방사선 취급자를 위한)원자력 법령,안성민;장상섭 공저,,2006
279886,고대 중국의 제왕학,장기근 저,,2006
279911,야만시대의 기록,박원순 지음,,2006
280009,대한민국은 지금 체험지향사회,송해룡;김원제;조향민 [같이지음],,2006
280097,회사연감=Annual Corporation Reports,매일경제신문사 [편],,2006
280169,강의노트로 배우는 성의 세계=Lecture note on the nature of sex,윤성규 저,,2006
280435,녀션외사:女仙外史,[呂態 原著];정창권;손지봉;안병국 [共]校註,,2005
280732,기독교전통과 영성기도,대니얼 월퍼트 지음;엄성옥 옮김,,2005
280853,21세기의 한국인,김유혁 [등]지음,김영사,1994
280956,행동과 사유,김우창...[등]지음;여건종 엮음,,2004
281427,Korean Culture,by The National Academy of the Korean Language,,2003
282145,12 몽키즈,테리 길리엄 감독,,2006
282146,다크 워터,월터 살레스 감독,,2006
282147,더 포그,루퍼트 웨인라이트 감독,,2006
282148,카사노바,라세 할스트롬 감독,,2006
282150,내니맥피:우리유모는 마법사,커크 존스 감독,,2006
282154,노스 컨츄리,니키 카로 감독,,2006
282166,スウェ-ヂンの小さな庭から,ビセネ-ル多美子 著,,2004
282191,구세주,김정우 감독,,2006
282194,강적,조민호 감독,,2006
282195,게이샤의 추억=Memoirs of a Geisha,롭 마샬 감독,,2006
282197,(살인서곡)첼로=(The)Mystery horror:홍미주 일가 살인사건,이우철 감독,,2005
282198,핑크 팬더,숀 레비 감독,,2006
282199,(스캔들 넘치는)가족의 탄생,김태용 감독,,2006
282201,브라더 베어,벤자민 글룩 감독,,2006
282202,브로크백 마운틴,이안 감독,,2006
282203,뻔뻔한 딕 ＆ 제인,딘 패리섯 감독,,2006
282204,스테이,마크 포스터 감독,,2006
282205,유쾌한 가족,알린 샌포드 감독,,2006
282206,이창,알프레드 히치콕 감독,,2006
282207,카포티,베넷 밀러 감독,,2006
282208,코드 46,마이클 윈터바텀 감독,,2006
282209,폭소 펀치,베티 토마스 감독,,2006
282210,도마뱀,강지은 감독,,2006
282211,식스틴 블럭,리차드 도너 감독,,2006
282491,Pro architect,건축세계 [편],,2006
283266,대방광불화엄경,이운허 옮김,,2006
283846,씬시티,프랭크 밀러 지음;김지선 옮김,,2006
284393,에머슨 隨想錄,R. W. 에머슨 [著],,1993
284409,(역주)원각경언해,세종대왕기념사업회 [편],현대문학,2005
284793,금강산 100배 즐기기,중앙M&B; 편집부,중앙M&B,1998
284899,(독학)하모니카 교본,[오선출판사]편집부 편,오선출판사,1996
286005,인터프리터,시드니 폴락 감독,,2005
286007,킹콩,피터 잭슨 감독,,2006
286030,흡혈형사 나도열,이시명 감독,,2006
286031,활=(The)Bow,김기덕 감독,,2005
286032,해리포터와 불의 잔,마이크 뉴웰 감독,,2006
286033,하늘을 나는 교실,토미 위간 감독,,2006
286034,핑크트헨과 안톤,카로리네 링크 감독,,2004
286035,(시르크 뒤 솔레이유)바레카이,Dominc Champagne 감독,,2006
286037,올리버 트위스트,로만 폴란스키 감독,,2006
286364,(동양최초 발간)삼재,무송거사 편,문원북,2006
286763,"Tiger, Burning Bright",by  Kathleen J. Crane Foundation;illustrated by Byoung-ho Nan,,1998
286990,생명,김지하 지음,,1992
287252,(밝혀질)우리歷史,吳在城 著,黎民族史硏究會,1997
287280,혼블로워,C. S. 포레스터 지음;조학제 옮김,,2006
287291,(單券化)憲法講義,琴東欽 編著,,2006
287378,한자능력검정 시험 1급=漢字能力檢定,오픈마인드 인포테인먼트 [제작],,2003
288903,(박인하의)만화의 이해,박인하 강의,,2003
288944,속청영어=Super listening,템포스 [편],템포스,2006
289298,헌법재판소판례집,헌법재판소 [편],,2006
289321,Wahrzeichen und denkmaeler in Deutschland,[ed Orbis Verlag],,1992
289653,윈도 2000,EZwin.net 글,,2001
289886,(중요무형문화재 제51호)남도들노래,국립문화재연구소 [편],,2004
289997,(내 이름은)열두 개,손연자 글;원유미 그림,,2006
290230,트로이의 노래,콜린 맥클로우 지음;박혜수 옮김,,2000
290308,이윤택 공연대본전집,서연호;김남석 공편,,2006
290385,(기초)수리물리학,Hans J. Weber;George B. Arfken 공저;김장환...[등]역,,2006
290551,경찰연구방법론,한기민;김구 [공]著,,2006
290904,12분만에 뚝딱! 도시락 싸기,지은경 글.요리,,2006
291087,(알기쉬운)노르웨이어 입문,편집부,명지출판사,1996
291180,회사연감=Annual Corporation Reports,매일경제신문사 [편],,2005
291181,회사연감=Annual Corporation Reports,매일경제신문사 [편],,2005
291182,회사연감=Annual Corporation Reports,매일경제신문사 [편],,2006
291314,한일관계사,김문길 저,,2004
291414,Vocabulary build,류이솝 저,,2003
291518,유아학교 모형 개발연구,한국교육개발원 [편],,2000
291571,鳥居のある風景,ジョニ·ハイマス 著,,2005
291574,京都·瓢亭:愧石と器のこころ,高橋英一 著,,2003
291575,(四季折おり)茶の湯ごよみ 風爐の季節,千宗室 監修,,2003
291576,(四季折おり)茶の湯ごよみ 爐の季節,千宗室 監修,,2003
291578,中國·四國,山と溪谷社出版部 編,,2003
291579,關西,山と溪谷社出版部 編,,2002
291580,東海·奧飛탄,山と溪谷社出版部 編,,2002
291581,北陸,山と溪谷社出版部 編,,2002
291582,信州,山と溪谷社出版部 編,,2002
291583,伊豆·箱根·山梨,山と溪谷社出版部 編,,2000
291585,群馬·新潟,山と溪谷社出版部 編,,2003
291586,南東北,山と溪谷社出版部 編,,2003
291587,北東北,山と溪谷社出版部 編,,2001
291589,(圖說)日本城郭大事典,日本圖書センタ- [編],,2000
291590,(圖說)日本城郭大事典,日本圖書センタ- [編],,2000
291591,(圖說)日本城郭大事典,日本圖書センタ- [編],,2000
291594,(雪國を襲った)大地震:新潟縣中越地震に學ぶ,恒文社新潟支社 編,,2005
291596,(寫眞集)山古志村,須藤功 著,,2005
291597,新潟日報の168時間,新潟日報社 [著],,2005
291598,(讀みがたり)新潟のむかし話,新潟縣小學校圖書館協議會 編,,2005
291599,命のアサガオ永遠に,丹後まみこ;神津伸子 [共]著,,2005
291601,天田昭次作品集,天田昭次作品集編委員會 編集,,2005
291602,(新潟の町)古老百話,澤村洋 編,,2005
291603,山古志のこどもたち,片桐恒平 著,,2005
291605,中越大震災:自治體の危機管理は機能したか,長岡市災害對策本部 編集,,2005
291606,良寬の俳句,小林新一 寫眞と文;村山砂定男 俳句解說,,2005
291607,万代橋ものがたり,新潟日報社 [編],,2005
291608,(新.にいがた)花の山旅,新潟日報事業社 [編],,2005
291609,(おいしく食べる 新潟の)山菜料理 きのこ料理,關口房男 著,,2005
291610,越後の棚田,山本一 著,,2005
291611,震度7:新瀉縣中越地震を忘れない,松岡達英 文·繪,,2005
291612,アルビレックス新潟の奇跡:白鳥スタジアムに舞う,飯塚健司;瀧井壽紀 共著,,2005
291613,父のジグソ－ パズル=My daddy's Jigsaw puzzle,坂本ちか子 著,,2004
291614,鬼の系譜,佐藤秀治 著,,2004
291615,長岡空襲,峰村剛 編著;木村保夫 畵,,2004
291616,夕陽と三十八度線と,鈴木明夫 著,,2004
291879,삶이 나에게 가르쳐 준 것들,류시화 저,,1991
291882,맘모스 사냥꾼 에일라,진 M. 아우얼 지음;김은영 옮김,,2005
292466,(엄마도 알아야 하는)0-1세아의 모든 것,柴崎正行;川合貞子 [공]편저,,2004
292491,史記列傳,司馬遷 [著],,1993
292755,(이종호의)초토 TOEFL Listening,이종호 지음,,2005
292775,"한자능력검정 시험 준4급, 4급=漢字能力檢定",오픈마인드 인포테인먼트 [제작],,2003
292801,告白,아우구스티누스 [著],,1993
292943,철학자 아리스토텔레스,J.L. 아크릴 지음,,1992
293087,(전찬일의)세계영화사조론,전찬일 강의,,2003
293122,자라투스투라는 이렇게 말했다,F. W. 니체 [저],,1993
293211,中國古建築,中國建築科學硏究院 編,,1993
293224,탈무드,마빈 토케이어 지음;박인식 편역,,1997
293314,달 그림자 그림자 바다,후유미 오노 지음;이정환 옮김,,1995
293401,판례민법,이원영 編著,,2002
293423,베토벤의 生涯,로맹 롤랑 [저],,1994
293434,로빈 훗=Robin hood,편집부,Addison-Wesley,1996
293532,신데렐라 맨,론 하워드 감독,,2006
293533,갓센드,닉 햄 감독,,2004
293534,6월의 일기,임경수 감독,,2006
293537,판타스틱 4,팀 스토리 감독,,2006
293548,(동영상으로 배우는)나모 웹 에디터 FX,미래기획 [제작],,-1
293571,화이트 칙스,키넌 아이보리 웨이언스 감독,,2005
293573,플라이트 플랜,로베르트 슈벤트케 감독,,2006
293574,우주전쟁,스티븐 스필버그 감독,,2005
293575,용서받지 못한 자=(The)Unforgiven,윤종빈 감독,,2006
293576,야수와 미녀,이계벽 감독,,2006
293578,실비아,크리스틴 제프 감독,,2005
293579,스텔스,롭 코헨 감독,,2005
293580,스켈리톤 키,이언 소프틀리 감독,,2005
293581,스카이 하이,마이크 밋첼 감독,,2006
293583,새드 무비=Sad Movie,권종관 감독,,2006
293584,"사랑해, 말순씨",박흥식 감독,,2006
293585,빙 줄리아,이스트반 자보 감독,,2005
293587,분홍신=(The)Red Shoes,김용균 감독,,2005
293589,미스터 주부퀴즈왕,유선동 감독,,2005
293590,미스터 소크라테스,최진원 감독,,2006
293592,머시니스트,브래드 앤더슨 감독,,2005
293593,마인드 헌터,레니 할린 감독,,2005
293594,(베스트 오브)리버댄스,존 맥콜겐 감독,,2006
293595,롱기스트 야드,피터 시걸 감독,,2005
293596,로봇,크리스 ??지 감독,,2005
293597,랜드 오브 데드,조지 A. 로메로 감독,,2005
293598,당신이 사랑하는 동안에,폴 맥기건 감독,,2005
293599,니벨룽겐의 반지,울리히 에델 감독,,2005
293602,강력 3반,손희창 감독,,2005
294014,기아와 인권,스티븐 해거드;마커스 놀란드 [같이]지음;하태경 옮김,,2006
294190,119,삼성출판사 편집부,삼성출판사,2001
294629,채권투자해설,전철 지음,,2000
295118,소송,프란츠 카프카 지음;이주동 옮김,,2006
295461,행복,오하라다 야스히사 지음;구혜영 옮김,,2004
295510,한국의 미술가,안휘진 외,사회평론,2006
295643,(자본시장에서의)회계정보 유용성,권수영...[등]저,,2003
295706,E2,Pace international research [저];시사미디어 [역],,1983
295707,E2,Pace international research [저];시사미디어 [역],,1983
295708,E2,Pace international research [저];시사미디어 [역],,1983
295709,E2,Pace international research [저];시사미디어 [역],,1983
295710,E2,Pace international research [저];시사미디어 [역],,1983
295711,E2,Pace international research [저];시사미디어 [역],,1983
295712,E2,Pace international research [저];시사미디어 [역],,1983
295713,E2,Pace international research [저];시사미디어 [역],,1983
295714,E2,Pace international research [저];시사미디어 [역],,1983
295715,E2,Pace international research [저];시사미디어 [역],,1983
295716,E2,Pace international research [저];시사미디어 [역],,1984
295717,E2,Pace international research [저];시사미디어 [역],,1984
295718,E2,Pace international research [저];시사미디어 [역],,1984
295719,E2,Pace international research [저];시사미디어 [역],,1984
295720,E2,Pace international research [저];시사미디어 [역],,1984
295721,E2,Pace international research [저];시사미디어 [역],,1984
295722,E2,Pace international research [저];시사미디어 [역],,1984
295723,E2,Pace international research [저];시사미디어 [역],,1984
295724,E2,Pace international research [저];시사미디어 [역],,1984
295725,E2,Pace international research [저];시사미디어 [역],,1984
295924,Click art,,,1999
295925,(Since 1768)브리태니커 백과사전,,,2002
295926,(엔싸이버 디럭스)두산세계대백과,,두산,2002
296131,화이트 베어의 사랑,라빌 스펜서 지음,,1994
296555,새정치 문화는 정말로 존재하는가,테리 니콜라스 클라크 지음;이승종;장원호 [같이]옮김,,2006
297091,(알기쉬운)브라질·포루투갈어 입문,편집부 편,명지출판사,1996
297277,실크로드,S. A. 헤딘 [저],,1994
297285,꼭두각시 인형,O. 헨리 지음,,1992
297744,바자제.페드르,장 라신 지음;심민화 옮김,,2005
297803,십자군 전쟁,조르주 타트 지음;안정미 옮김,,1999
298074,우리 집에는 어떤 가구가 어울릴까?,29미디어 [편],,2002
298243,비갠뒤…하늘,심경희 지음,발렌타인북스,2004
298625,한국의 무당,이원섭 지음,,1999
299247,감각명상,클로드 보리롱 라엘 지음,메신저,1991
299606,알기 쉬운 미디어 컨버전스,백재현;우병현;정지연 공저,,2005
299643,(명상소설)환생의 비밀,정순원 지음,,1997
299818,Who's who in America,by Marquis-Who's Who,,1974
299819,Who's who in America,by Marquis-Who's Who,,1974
299945,(The)Life of Bertrand Russell,by Ronald W. Clark,,1975
299946,(The)International Who's Who,,,1978
299947,(The)International Who's Who,,,1983
300048,한국 대표 중단편 소설 50,박완서...[등]저,,1999
300049,한국 대표 중단편 소설 50,김성동...[등]저,,1999
300050,한국대표 중단편 소설 50,황석영...[등]저,,1999
300051,한국대표 중단편 소설 50,김승옥...[등]저,,1999
300052,한국대표 중단편 소설 50,이태준...[등]저,,1999
300361,신의 지문,그레이엄 헨콕 원작;무라노 모리비 그림;양억관 역,,1998
300404,불면증,스티븐 킹 저;최인석 옮김,,1995
300405,불면증,스티븐 킹 저;최인석 옮김,,1995
300439,황제를 꿈꾸는 여자::강청,황엽 지음,,1994
300558,(소나무판)朱子語類,黎靖德 編,,2001
300672,위험에 처한 교회음악,프랭크 갤럭,,1997
300721,(알기쉬운)헝가리어 입문,편집부 편,명지출판사,1996
300835,일탈과 범죄사회학,A. E. Liska,,2001
301099,겟 쇼티,배리 소넨필드 감독,,2005
301102,주먹이 운다,류승완 감독,,2005
301103,"안녕, 형아",임태형 감독,,2005
301112,포레스트검프,로버트 저메키스 감독,,2001
301113,패시파이어,아담 쉥크먼 감독,,2005
301114,트랜스포머: 더 무비,넬슨 신 감독,,2005
301115,트래피즈,캐롤 리드 감독,,2005
301117,코치카터,토마스 카터 감독,,2005
301118,"지금, 만나러 갑니다",도이 노부히로 감독,,2005
301119,잠복근무,박광춘 감독,,2005
301121,어바웃 러브,존 헤이 감독,,2005
301122,애프터 썬셋,브렛 래트너 감독,,2005
301123,알파치노의 허수아비,제리 슈왈츠버그 감독,,2005
301124,아이스 프린세스,팀 파이웰 감독,,2005
301126,시크릿 에이전트,크리스토퍼 햄튼 감독,,2005
301129,마파도,추창민 감독,,2005
301130,래더 49,제이 러셀 감독,,2005
301131,댄서의 순정,박영훈 감독,,2005
301249,유비쿼터스 시대의 저작권 상식 100선,김기태 지음,,2005
301262,인터넷시대의 글읽기 블로그시대의 글쓰기,이강룡 지음,,2005
301314,(양복규 칼럼)굴뚝속의 호롱불,양복규 저,,2004
302170,(울트라 YBM)끝∼내주는 일본어능력시험=Japanese language proficiency test,YBMsi-sa [편],,2002
302171,(울트라 YBM)끝∼내주는 일본어능력시험=Japanese language proficiency test,YBMsi-sa [편],,2002
302172,(울트라 YBM)끝∼내주는 일본어능력시험=Japanese language proficiency test,YBMsi-sa [편],,2002
302234,(영어와 함께 하는)포르투갈어,최선욱 편,명지출판사,1998
302915,매춘의 역사,번 벌로,,1992
303656,한국교육의 사상적 이해,정세화 외,학지사,1997
303835,人生의 길,톨스토이 [著],,1993
303838,미래는 오래 지속된다,루이 알튀세르,돌베개,1993
303960,20세기 서울 현대사,서울시립대학교 부설 서울학연구소 [편],,2000
304056,사라져 가는 동물들과 살아남은 동물들,실비 지라르데;클레르 메를로퐁티;안 타르디 [같이]지음;퓌그 로사도 그림;김종인 옮김,,2005
304339,文學批評의 方法과 實際,李善榮 編,,1993
304443,(성공을 꿈꾸는 10대들의)위대한 준비=:,공병호 지음,,2005
304488,김중업,정인하 글;김진화 그림,,2005
304755,한국조류생태도감=Bird Life in Korea,김수일;서정화;김수만 [같이]지음,,2005
305373,실패한 마케팅에서 배우는 12가지 교훈=Marketing bestbrand,조원익 지음,,2005
305390,탈무드,월드컴 [편],,2004
305711,(百病總括篇)醫鑑重磨講座,朴龍華 整理,,1999
305712,(百病總括篇)醫鑑重磨講座,朴龍華 整理,,1999
305715,(百病總括篇)醫鑑重磨講座,朴龍華 整理,,1999
306138,아동학대의 이론과 실제=Theory and practice on child abuse and neglect,이배근,신흥메드싸이언스,2004
306323,나를 살려준 속담,한윤수 지음,,1996
306377,식스시그마 100문 100답,김창은;손동훈 [같이]지음,,2002
306402,生活人의 哲學,林語堂 [저],,1994
306468,딱 3년만 해외에서 살아보기,나카무라 사토키 지음;그리고 책 기획,,2005
306892,생활체육과 건강,정훈교 외,홍경,1997
306987,잠들지 않는 밤,이수광 지음,,1992
307069,思考뭉치들이 세상을 바꾼다=:,재정경제부 지음,,2005
307192,시대유감,조왕연 지음,,2005
307339,십각관의 살인사건,아야츠지 유키토 저;양억관 옮김,,2005
308103,PHP 5 무작정 따라하기,공성현 지음,,2005
308436,한국인 얼굴 이야기,황규호 지음,,1999
308946,귀를 열면 마음이 열리고,수필산책문학회 지음,,1990
309327,(Seed Gabe)활용집,문현주 지음,,2005
309461,꿈에서 만나요,무라카미 하루키 지음;윤병모 옮김,,2005
309644,대한민국미술대전 서예부문,한국미술협회 편,,2005
310317,초등영어 교재론,김진철 외,학문출판(학문사),1998
310706,한국민요문학론,김무헌 저,,1987
310777,여자로 산다는 것은,김기영 지음,,1993
311217,운주사 천불천탑의 비밀,강형구 지음,,2001
311253,나는 야한 여자가 좋다,마광수 저,,1989
311411,백범과 민족운동 연구,백범학술원 [편],,2005
311591,마스터 앤드 커맨더,피터 위어 감독,,2004
311592,80일간의 세계일주,프랭크 코라치 감독,,2004
311594,본 슈프리머시,폴 그린그래스 감독,,2004
311595,(도마)안중근,서세원 감독,,2005
311597,비밀의 화원,야구치 시노부 감독,,2005
311601,회로,구로사와 기요시 감독,,2005
311603,공공의적,강우석 감독,,2005
311607,클리어링,피에테르 얀 브루게 감독,,2005
311608,클로저,마이크 니콜스 감독,,2005
311664,연인,장이모 감독,,2005
311667,아무도 모른다,고레에다 히로카즈 감독,,2005
311668,스텝포드 와이프,프랭크 오즈 감독,,2005
311688,자영업자 인터넷 교실,정보화연구회 지음,,2001
311826,심리학개론,신응섭,博英社,1997
311857,학교교육 위기의 실태와 원인 분석,한국교육개발원 [편],,2000
312114,술술 읽히는 과학,즈치다 켄쇼,아카데미서적,1997
312140,(합본)會社年鑑=Annual Corporation Reports,매일경제신문사 [편],,2004
312186,기초희랍어,안병철 엮음,,1993
312219,황토침대 그리고 전원주택,김명태 지음,,1995
312421,웃음의 묘약,공덕룡 지음,,1991
312590,작은 새 기르기,김한조,삼호미디어,1999
312640,간디 自敍傳,마하트마 간디 [著],,1993
312713,농지이용법령 해설 및 문답집,농림수산부자료 편,행법사,1998
313079,신용장통일규칙해설,박세운;김영락 공저,,2005
313344,(은자의 나라)동티모르,이병주,,2001
313379,격동30년,이영신 저,,1993
313380,격동 30년,이영신 저,,1993
313420,가축영양학,고영두 외,유한문화사,1997
313570,제주항=:,오경훈 지음,,2005
313644,오태석 연극의 역사적 사유,김남석 지음,,2005
313704,내 마음 속의 독도,동방문학회 편,,2005
314981,산업환기공학,이정희 저,,2000
315423,大學趣義=:,김백민 펴냄,,2005
315496,도대체 내가 왜 이러지?,이자벨 피이오자 지음;남윤지 옮김,,2004
315788,심리검사의 이론과 기법,강봉규 저,,1999
316265,시장경제와 민주주의,공병호 저,자유기업센터,1999
316296,(原色圖典)日本美術史年表,,集英社,1999
316298,こども遊び大全,遠藤ケイ 著,,2002
316316,고女さん,杉山幸子 著,,2003
316317,良寬·貞心尼の假名を讀む,良寬;貞心尼 [共原著];梅津 昇 編著,,2000
316319,大地の藝術祭=Echigo-Tsumari art triennial 2003,大地の藝術祭·花の道實行委員會東京事務局 編,,2004
316320,雪國の民家魚沼,早津 剛 著,,2004
316321,雪國の自然と暮らし,市川健夫 著,,2004
316322,新潟縣中越地震,新潟日報社 [編],,2004
316323,新潟ぶらり日歸り立ち寄り湯,新潟日報事業社 [編],,2004
316324,信越線の名列車,イカロス出版 [編],,2005
316326,古志の里=Masanori Nakajyo photographs,中條均紀 著,,2005
316327,古志の里=Koshi no sato : Masanori Nakajyo photographs,中條均紀 著,,2004
316328,雪國大全,佐藤國雄 著,,2001
316330,中世越後の旅,大家 健 著,,2003
316332,河內さくら おふくろの味,河內さくら 著,,2004
316333,(ス一パ一マップル 1/1 万分)新潟縣道路地圖,昭文社 [編],,2004
316334,會津八一の繪手紙,小池邦夫 編,,2003
316335,上越線の名列車,イカロス出版 [編],,2004
316337,７·１３水害,新潟日報事業社 [編],,2004
316429,동물에 관한 모든것,[Kenn Goin,다음세대,-1
316442,산을 미는 강,안종선,,2003
316443,체험과 사색,김태길 지음,,1993
316596,한영불교성전=(The)teaching of Buddha,대한불교진흥원 출판부 [편],,2003
317126,팡세,파스칼 [著],,1993
317127,레이저 加工,박성두 편저,,1994
317371,교통 경제학,프랑케나 저,,1992
317455,IMF시대에도 한국은 있다,이호철 지음,오름,1999
317669,數學史,Howard Eves 著,,1992
318165,(예담차이나)관광중국어,秦惠蘭;黃意明;김은희 [같이]지음,,2004
318588,세계의 가족,신화용 외,예지각,1997
318958,(초등학생을 위한)영어발음 무작정 따라하기,Funglish;문단열 [같이]지음,,2003
318961,(반드시 도움이 되는)회화를 위한 영문법,외국어연구보급회 편,명지출판사,2003
319047,공기조화 및 냉동,MCQUISTON,사이텍미디어,2002
319118,아침을 여는 5분 명상,허남오...[등]지음,,2004
319161,과학사 속의 대논쟁 10,핼 헬먼,가람기획,2000
319529,(자동차)고장 진단.분해 조립,경영사 편집부 저,,2001
319816,정신간호,김정숙 저,,2003
319903,고독한 글쓰기,마르그리트 뒤라스 지음,,1997
320733,공동주택관리핸드북,건설산업정보 [편],,2004
320734,공동주택관리핸드북,건설산업정보 [편],,2004
320984,(소설)햄릿,Leon Garfield 지음,,1995
321402,유토피아,토머스 모어 [著],,1993
321411,(만화로 보는)개벽,증산도 본부 [편],,2005
321519,(傳記)南海古佛.;觀世音菩薩.;妙善への道,濟公活佛 著,,2003
321567,KLPGA Media Guide,한국여자프로골프협회 [편],,2004
321857,하이테크 하이터치:한국경제신문 한경BP,존 나이스비트 지음,한국경제신문,2000
322013,1998년 한국의 시장,윤봉준 지음,자유기업센터,1999
322022,한국행정사 연구,한영환 외,아세아문화사,1998
322571,(비만관리를 위한)영양길잡이=Obesity & nutrition,편집부,한미의학,2003
322929,(토론)사진 그 내적구조에 대하여,정주하,눈빛,1999
323177,윤영기의 한글 디자인,윤영기 지음,,1999
323465,자폐증과 발달장애 위기해결 안내서,에릭 쇼플러 편저,,2000
323869,에밀,J. J. 루소 [著],,1993
323937,상담의 연구방법,이장호 외,박영사,1997
324332,망원경이 별을 만날 때,하야시 칸지 지음;이면우 옮김,,2004
324587,투자분석,이형준;강형문 공저,,2004
324758,보건교육 이론과 적용,김명 외,계축문화사,1997
325116,이름 많이 불리는 아이,경북아동문학회 지음,,2005
325186,건축의 색.도시의 색,박돈서 지음,,1996
325593,핵심 건축 CAD,김형돈;조병성 공저,,2003
325895,펜 끝으로 훔쳐본 세상,세노 갓파 지음,,1999
326054,國家,플라톤 [著],,1993
326094,(우리말 빠알리대장경)맛지마 니까야=Majjhima-Nikaya,전재성 역주,,2003
326471,인사에 회사의 운명을 걸어라,훗타 쓰토무 지음;김동우 옮김,,2005
327317,(비디오가이드)열려라비디오 10000,편집부 편,차림,1998
327319,라모의 조카,드니 디드로 지음,,1998
327458,(경비지도사)법학개론,유병태 편저,,2001
328046,韓國經濟論,張鶴植 著,,1992
328140,미분적분학과 벡터해석,연세대학교 수학과 [저],淸文閣,1996
328267,인맥만들기,이경훈 지음,,1996
328295,(알기쉬운)무대조명기술,이장원 엮음,,2001
328367,합리적인 너무나 합리적인,신일희 외,한길사,1999
328647,손자병법으로 돌파한다=:,박재희 지음,,2004
329226,서울대보다 하버드를 겨냥하라,김성혜 지음,,2003
329547,1학년을 위한 우수동화,예림당 편집부,예림당,2001
329915,프랑스 거지의 비밀부호,한대희,,1995
330060,발렌타인의 유산,스탠리 엘린 저;고재경 옮김,,1992
330624,유아를 위한 견학 활동,김영옥;홍혜경 [같이]지음,,2003
331605,(한식조리기능사)실기출제문제집,하숙정,수도출판문화사,1991
331632,비전,Dean R. Koontz 지음,,1994
331837,朝鮮中期 詩歌의 理念과 美意識,李敏弘 著,,1993
332285,구약성경의 맥을 따라서,김경래 지음,,1997
332304,청년 박정희,정영진 지음,,1997
332445,다시 가 본 알파벳 나라,조기원;김유길 [같이]지음;안원정;이안나 [같이]그림,아이짱그래픽,2004
332588,내 마누라는 엘프,박태희 저,,2001
332931,장길산,황석영 지음,,1997
333443,(校勘直譯)黃帝內經靈樞,홍원식 역,傳統文化硏究會,1995
333483,(아라야)종합교양,김상열...[등]편저,,2004
333856,(소설)대공황,이수광 지음,,1998
333873,(2004)세법개론=Introduction to tax law,송상엽...[등]저,,2004
334050,기업합병.분할과 조세,이우택 지음,자유기업센터,1998
334064,다시 만난 연인들,주드 데브루 저;이창식 옮김,,1995
334065,다시 만난 연인들,주드 데브루 저;이창식 옮김,,1995
334524,國立中央博物館 韓國書畵遺物圖錄,國立中央博物館 編著,,2003
334566,韓國財界人士錄,전국경제인연합회 [편],,2004
335339,(실용영어)CeLP=Certificate of Foreign language proficiency,한국영어교육학회 저,,2002
335607,오페라의 유령=The Phantom of the opera,[다라]편집부 편저,다라,2001
335776,대학수학,손병규...[등]저,,1995
335863,계약서 작성의 모든 것,청림출판 [편],청림출판,1998
335878,문장비평,남영신,한마당출판사,2000
336207,(성어거스틴의)고백록,어거스틴 지음;선한용 옮김,,2003
336247,인터넷 쇼핑몰 기획 실무 스타일가이드=Internet shopping mall,박대윤,,2001
336836,만화 한국대표 단편소설 28선,윤승운 그림,,2001
336877,세무조사실무,편집부,行法社,1997
337676,멀린,메리 스튜어트,말하는 잎사귀,2003
337720,미국공인회계사,최창호...[등]저,,1998
338404,바흐4성코랄(371곡),J. S. Bach [작곡],삼호출판사,1989
338543,(슈퍼파워)비즈니스 영작문/이철영 저,이철영,시사영어사,1999
339032,(시험에 꼭 나오는)TOEIC,월드컴 [편],월드컴,2000
339217,(전문가를 위한)모발염색디자인=hair dye design,이상근,형설출판사,1999
339246,굿바이 레닌,볼프강 베커 감독,,2004
339250,니모를 찾아서,앤드류 스탠튼 감독,,2003
